TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.joda.time.chrono.ZonedChronology,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,72,0.3,2,10,28,96450,1529882867209,0.08914728682170543,000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000010000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011011110001001101000100000011000001000011100,0.09032258064516129,00000000000000000000000000000000111110101000011010000000000000000000000000000000000000000100000000000000000000000101000000100000000000000000000000000000000,1.0,1,1,1,0,0,0.04122137404580153,1100001111111001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001101000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.08333333333333333,000000000000000000110000,0.17543859649122806,000001000100100000000000000000000000000000000101100110110,0.05263157894736842,000000000100000000000000000000000000000000000100100000000,0.09032258064516129,00000000000000010100011000000010100000001000011100000000000000000000000000000000000000000010000000000000000000000100100001000000000000000000000000000000000
