TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.joda.time.DateTimeUtils,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,71,0.3,2,31,79,106495,1529882994880,0.8103448275862069,11111111111111111111111101111111101111111000111110101101100001111110111110000000011011111111111111111111111111111111,0.6666666666666666,111111111111111111111011111001010010100010111111101000000001110,1.0,11111111,2,1,6,2,0.837037037037037,111111111111110111101111111111100000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.3877551020408163,1111110010000000111000100000011000000001100110110,1.0,11111111111111111111111111111,0.7931034482758621,11101110100101011111111111111,0.6349206349206349,111111111111111111111011010001001101000010111111101000000001110
