TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.joda.time.format.DateTimeParserBucket,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,93,0.3,2,9,23,116472,1529882633298,0.13609467455621302,0000110000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111100001111111111111000000000000000000,0.10679611650485436,1110000000000000010001000000000000000000000000000000000000000000000000000000000000000110000010101010000,1.0,111,0,0,3,1,0.05725190839694656,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111000000000000011111000000,0.013888888888888888,001000000000000000000000000000000000000000000000000000000000000000000000,0.2727272727272727,111100000000000000000000001111100,0.12121212121212122,000100000000000000000000001011000,0.08737864077669903,0000000010000000110000000000000000000000000000000000000000000000000000000000000000000110000010111000000
